cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2017,9442359218,Transit,9442359218,Actual,100
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2018,10106692263,Transit,9669902755,Actual,102.965
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2019,10515264495,Transit,9901658705,Actual,104.87
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2020,9933833250,Transit,9311804696,Actual,105.425
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2021,7961355588,Transit,6863651762,Actual,108.67
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2022,7206487562,Transit,5654985688,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2010,10612953000,Air,12160915997,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2011,11531819120,Air,12644677157,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2012,12532214510,Air,13237089527,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2013,12853559795,Air,13269560517,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2014,13512514635,Air,13769873572,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2015,14268051549,Air,14670764021,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2016,14406200051,Air,14820278636,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2017,15054799004,Air,15054799004,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2018,15792523056,Air,15110004168,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2019,15975987180,Air,15043727393,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2020,9015738616,Air,8451198553,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2021,8183642217,Air,7055289730,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,Excise tax revenues to AATF,2022,11376625835,Air,8927324959,Actual,114.265
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2010,51000000,Air,58438656.6,Actual,89.756
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2011,56000000,Air,61404182.06,Actual,92.191
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2012,64000000,Air,67599683.13,Actual,92.944
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2013,68000000,Air,70200794.92,Actual,94.354
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2014,85000000,Air,86618907.38,Actual,96.197
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2015,100000000,Air,102822477,Actual,97.039
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2016,110000000,Air,113161739,Actual,97.996
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2017,122000000,Air,122000000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2018,134000000,Air,128208808.1,Actual,102.965
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2019,146000000,Air,137480343.1,Actual,104.87
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2020,109000000,Air,102174728.2,Actual,105.425
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2021,36000000,Air,31036355.64,Actual,108.67
Revenue,Own,User-Based,Non-Trust Fund,-,Federal,Overflight fee revenues,2022,94000000,Air,73762516.09,Actual,114.265
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2010,0,Air,0,Actual,89.756
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2011,0,Air,0,Actual,92.191
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2012,0,Air,0,Actual,92.944
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2013,0,Air,0,Actual,94.354
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2014,0,Air,0,Actual,96.197
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2015,22552171,Air,23188700.84,Actual,97.039
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2016,21751659,Air,22376868.71,Actual,97.996
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2017,38704891,Air,38704891,Actual,100
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2018,1025685590,Air,981357664.3,Actual,102.965
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2019,1024849772,Air,965045878.9,Actual,104.87
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2020,10423508819,Air,9770818166,Actual,105.425
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2021,14032111738,Air,12097378064,Actual,108.67
Revenue,Supporting,Other,Trust Fund,-,Federal,General funds to AATF,2022,205881368,Air,161556677.9,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2010,194627076,Air,223014605.1,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2011,182396699,Air,199998573.4,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2012,220627896,Air,233037122.8,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2013,234670305,Air,242265322.9,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2014,240203951,Air,244778868,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2015,272682713,Air,280379119.8,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2016,266740607,Air,274407554.1,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2017,285169660,Air,285169660,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2018,287549315,Air,275122051.9,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2019,343013222,Air,322997092.2,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2020,387427447,Air,363167835.6,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2021,267829529,Air,230901458.7,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest Earnings on AATF,2022,172747802,Air,135556516.2,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2010,5257000000,Air,6023765054,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2011,4764000000,Air,5223741488,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2012,4528000000,Air,4782677581,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2013,4158000000,Air,4292572136,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2014,2875000000,Air,2929757161,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2015,1131000000,Air,1162922215,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2016,1764000000,Air,1814702796,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2017,998000000,Air,998000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2018,967000000,Air,925208339.3,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2019,982000000,Air,924696554.5,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2020,142000000,Air,133108361.5,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2021,995000000,Air,857810385.1,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund nongrant outlays,2022,3946000000,Air,3096456260,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2010,160000000,Air,183336961.9,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2011,196000000,Air,214914637.2,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2012,200000000,Air,211249009.8,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2013,243000000,Air,250864605.4,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2014,212000000,Air,216037745.5,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2015,219000000,Air,225181224.6,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2016,257000000,Air,264386972,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2017,278000000,Air,278000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2018,295000000,Air,282250734.3,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2019,321000000,Air,302268425.7,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2020,318000000,Air,298087739,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2021,529000000,Air,456062003.7,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,OST air transportation outlays,2022,651000000,Air,510844659.3,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2010,542000000,Air,621053958.4,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2011,601000000,Air,658998453.9,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2012,584000000,Air,616847108.5,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2013,558000000,Air,576059464.2,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2014,539000000,Air,549265777.4,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2015,578000000,Air,594313917,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2016,609000000,Air,626504536.8,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2017,629000000,Air,629000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2018,650000000,Air,621908397.7,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2019,710000000,Air,668568792,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2020,826000000,Air,774278215.2,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2021,763000000,Air,657798315.4,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,NASA air transportation outlays,2022,883000000,Air,692896826.6,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2010,4957000000,Air,5680008250,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2011,5197000000,Air,5698527396,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2012,5352000000,Air,5653023501,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2013,5402000000,Air,5576833738,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2014,5319000000,Air,5420305510,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2015,5035000000,Air,5177111717,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2016,5109000000,Air,5255848404,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2017,5014000000,Air,5014000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2018,4850000000,Air,4640393429,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2019,5160000000,Air,4858894319,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2020,7103000000,Air,6658230221,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2021,6738000000,Air,5808971231,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,TSA air transportation outlays,2022,6004000000,Air,4711384538,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2010,600497423,Air,688083582.2,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2011,42591000,Air,46701169.97,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2012,0,Air,0,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2013,0,Air,0,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2014,0,Air,0,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2015,0,Air,0,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2016,0,Air,0,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2017,0,Air,0,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2018,926000000,Air,885980271.2,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2019,336184931,Air,316567258,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2020,0,Air,0,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2021,5370720000,Air,4630210444,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2022,5293360000,Air,4153739917,Actual,114.265
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2010,17981750067,Air,20604496416,Actual,86.838
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2011,17981750067,Air,19717047410,Actual,91.006
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2012,18600173432,Air,19646341095,Actual,94.939
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2013,19428852768,Air,20057660422,Actual,97.257
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2014,20377545827,Air,20765655936,Actual,98.431
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2015,21161300792,Air,21758573638,Actual,97.288
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2016,22314431969,Air,22955817510,Actual,97.085
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2017,23282987798,Air,23282987798,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2018,24772293830,Air,23701688558,Actual,104.756
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2019,26172342248,Air,24645086253,Actual,106.402
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,"User-based revenues: total aeronautical revenue, select non-aeronautical revenue, and PFCs",2020,19938080832,Air,18689614578,Actual,106.875
