Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
04/09/2024,NISS,4D,,BLK,DX68528,IL,701 N. Sacramento,(773) 265-7605,7088285
05/14/2024,AUDI,4D,,GRY,ER82208,IL,701 N. Sacramento,(773) 265-7605,7090772
05/02/2024,NISS,4D,MAX,WHI,SB21266,OR,701 N. Sacramento,(773) 265-7605,7089863
05/02/2024,SUZI,LL,TK,SIL,EB86168,IL,701 N. Sacramento,(773) 265-7605,7089864
05/16/2024,NISS,4D,,BLK,CR42546,IL,10300 S. Doty,(773) 568-8495,2969295
03/17/2024,SUBA,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7086208
05/21/2024,KIA,VN,,LBL,32941T8,TX,701 N. Sacramento,(773) 265-1846,1547468
05/10/2024,HYUN,4D,,BLU,CF97693,IL,701 N. Sacramento,(773) 265-1846,1547413
04/04/2024,MERZ,LL,TK,SIL,,,10300 S. Doty,(773) 568-8495,2967691
04/04/2024,NISS,LL,TK,BLU,,,10300 S. Doty,(773) 568-8495,2967688
05/10/2024,KIA,4D,,WHI,,IL,10300 S. Doty,(773) 785-9752,1726336
04/12/2024,CHEV,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2967968
04/08/2024,FORD,PK,,RED,,IL,10300 S. Doty,(773) 785-9752,1726158
05/10/2024,TOYT,4D,,GRY,EE38669,IL,701 N. Sacramento,(773) 265-7605,7090465
04/22/2024,SUBA,SW,,GRN,,IL,701 N. Sacramento,(773) 265-1846,1547303
02/24/2024,SUBA,SW,,GRY,1085981,IL,701 N. Sacramento,(773) 265-7605,7083568
05/10/2024,FORD,LL,,BLK,BZ15641,IL,701 N. Sacramento,(773) 265-1846,1547414
05/04/2024,CHEV,4D,,BLK,DB24651,IL,10300 S. Doty,(773) 568-8495,2968828
04/12/2024,HOND,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2967970
05/11/2024,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2969087
05/16/2024,JEEP,LL,,GRN,RBRSNBH,IL,701 N. Sacramento,(773) 265-7605,7090860
04/18/2024,CHEV,4D,,WHI,DT54974,IL,701 N. Sacramento,(773) 265-1846,1547287
04/06/2024,CHEV,4D,,GRY,CH36153,IL,10300 S. Doty,(773) 568-8495,2967774
04/30/2024,HOND,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1547345
04/22/2024,DODG,SW,,RED,EG98615,IL,701 N. Sacramento,(773) 265-1846,1547305
03/13/2024,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7085521
04/26/2024,LEXS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968514
04/22/2024,BUIC,4D,,MAR,CZ65194,IL,701 N. Sacramento,(773) 265-1846,1547304
04/03/2024,DODG,4D,,BLK,EE37204,IL,10300 S. Doty,(773) 568-8495,2967574
03/16/2024,NISS,4D,,GRY,WH1478C,WI,400 E. Lower Wacker,(312) 744-7550,0299147
05/16/2024,CHEV,LL,,GRN,DT58685,IL,10300 S. Doty,(773) 568-8495,2969292
03/03/2024,NISS,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2965637
05/23/2024,HOND,LL,,WHI,DM54416,IL,10300 S. Doty,(773) 568-8495,2969546
04/26/2024,CHEV,2D,,BLK,EE47389,IL,701 N. Sacramento,(773) 265-7605,7089436
04/26/2024,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1726248
04/30/2024,HOND,4D,,BLK,E152771,IL,701 N. Sacramento,(773) 265-1846,1547346
04/01/2024,CADI,LL,,BLK,S485353,IN,701 N. Sacramento,(773) 265-7605,7087760
05/16/2024,MERZ,VN,,WHI,1632985B,IL,10300 S. Doty,(773) 568-8495,2969293
04/16/2024,FORD,LL,,WHI,EC64830,WI,701 N. Sacramento,(773) 265-1846,1547270
03/25/2024,HYUN,4D,,SIL,TKY0820,TX,10300 S. Doty,(773) 568-8495,2967181
05/23/2024,FORD,4T,,BLK,CV38954,IL,701 N. Sacramento,(773) 265-7605,7091371
05/04/2024,CHEV,LL,,MAR,DV21229,IL,701 N. Sacramento,(773) 265-7605,7089995
05/08/2024,CHEV,4D,,BLU,BP56882,IL,701 N. Sacramento,(773) 265-7605,7090383
04/26/2024,CHRY,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7089440
05/23/2024,VOLK,4T,,GRY,CD35408,IL,701 N. Sacramento,(773) 265-7605,7091370
04/16/2024,CHEV,LL,,BLK,DM84154,IL,701 N. Sacramento,(773) 265-7605,7088723
05/10/2024,TOYT,4D,,BLK,AB64897,IL,701 N. Sacramento,(773) 265-7605,7090463
04/26/2024,JEEP,LL,,BLK,EF20777,IL,701 N. Sacramento,(773) 265-7605,7089439
05/23/2024,GMC,LL,,BLU,S508670,IN,10300 S. Doty,(773) 568-8495,2969547
04/14/2024,DODG,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7088612
05/23/2024,NISS,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969545
04/18/2024,HOND,LL,,SIL,BV91981,IL,701 N. Sacramento,(773) 265-1846,1547288
05/11/2024,VOLK,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969088
04/18/2024,TOYT,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7088819
05/04/2024,CHRY,4D,,BLK,DX71545,IL,701 N. Sacramento,(773) 265-7605,7089996
05/10/2024,GMC,LL,,BLU,EN49673,IL,10300 S. Doty,(773) 785-9752,1726337
04/26/2024,CHRY,2D,,RED,CW86212,IL,701 N. Sacramento,(773) 265-1846,1547330
05/19/2024,CHEV,4D,,GLD,EN34593,IL,701 N. Sacramento,(773) 265-7605,7091095
03/06/2024,FORD,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7084759
05/21/2024,KIA,LL,,WHI,EQ72111,IL,701 N. Sacramento,(773) 265-1846,1547469
04/03/2024,JEEP,LL,,YEL,DT21587,IL,701 N. Sacramento,(773) 265-7605,7087848
04/30/2024,GMC,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,7089779
03/22/2024,FORD,PK,,WHI,2912917B,IL,10300 S. Doty,(773) 568-8495,2966881
04/30/2024,KIA,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2968627
04/30/2024,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2968621
05/14/2024,FORD,4D,,BLK,EM36992,IL,10300 S. Doty,(773) 568-8495,2969191
05/14/2024,MERC,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1547430
05/23/2024,HOND,4D,,SIL,BR84685,IL,701 N. Sacramento,(773) 265-7605,7091373
05/23/2024,VOLK,4D,,BLK,DY40911,IL,10300 S. Doty,(773) 568-8495,2969549
05/18/2024,CHRY,VN,,LBL,CN29236,IL,701 N. Sacramento,(773) 265-7605,7090973
05/06/2024,FORD,4D,FOC,GRY,875NFT,OR,10300 S. Doty,(773) 568-8495,2968934
04/03/2024,CHEV,4T,,BGE,CX97815,IL,10300 S. Doty,(773) 568-8495,2967582
05/23/2024,FORD,LL,,GRY,BV43803,IL,701 N. Sacramento,(773) 265-7605,7091375
04/06/2024,AUDI,2D,,BLK,6796,IL,10300 S. Doty,(773) 568-8495,2967750
05/23/2024,DODG,4D,,WHI,EF37825,IL,10300 S. Doty,(773) 568-8495,2969551
04/19/2024,NISS,4T,,WHI,CC70264,IL,701 N. Sacramento,(773) 265-7605,7088879
03/11/2024,JEEP,LL,,GRY,EH37183,IL,10300 S. Doty,(773) 568-8495,2966215
05/21/2024,HYUN,4D,,BLU,168AA199,IL,10300 S. Doty,(773) 785-9752,1726375
05/14/2024,FORD,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2969190
05/23/2024,MITS,4D,,SIL,TRS498,IL,10300 S. Doty,(773) 568-8495,2969550
03/10/2024,HYUN,LL,,GRY,JULEZX2,IL,701 N. Sacramento,(773) 265-7605,7085197
05/21/2024,OTTE,PK,,ONG,T42367Z,WI,701 N. Sacramento,(773) 265-1846,1547471
05/23/2024,MERZ,4D,,BLK,CHX117,IN,10300 S. Doty,(773) 568-8495,2969552
02/27/2024,JEEP,LL,,BLK,TRKCOC,IL,10300 S. Doty,(773) 568-8495,2965378
05/23/2024,CHEV,4D,,GLD,EP24954,IL,10300 S. Doty,(773) 568-8495,2969554
04/19/2024,VOLV,4T,,GRY,CM45651,IL,701 N. Sacramento,(773) 265-7605,7088880
05/19/2024,NISS,LL,,BLK,CT78201,IL,701 N. Sacramento,(773) 265-7605,7091080
05/14/2024,SUZI,SW,,SIL,33755US,IL,701 N. Sacramento,(773) 265-7605,7090778
05/02/2024,GMC,LL,,SIL,EK91336,IL,701 N. Sacramento,(773) 265-7605,7089869
04/21/2024,NISS,4D,,DBL,BT18315,IL,701 N. Sacramento,(773) 265-7605,7089103
03/27/2024,CADI,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2967231
04/12/2024,TOYT,4D,,RED,BD95809,IL,10300 S. Doty,(773) 568-8495,2967973
02/24/2024,NISS,4D,,GRY,EL12847,IL,701 N. Sacramento,(773) 265-7605,7083547
04/03/2024,FORD,LL,,RED,DB71006,IL,10300 S. Doty,(773) 568-8495,2967580
03/11/2024,CHEV,2D,,YEL,,IL,10300 S. Doty,(773) 568-8495,2966214
05/23/2024,GMC,VN,,BLK,,IL,10300 S. Doty,(773) 568-8495,2969553
04/06/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967777
05/23/2024,JEEP,LL,TK,GRY,Z739134,IL,701 N. Sacramento,(773) 265-7605,7091376
05/14/2024,HOND,PK,,GRN,3108902B,IL,701 N. Sacramento,(773) 265-1846,1547433
05/23/2024,NISS,4T,,BLK,AVC2693,WI,701 N. Sacramento,(773) 265-7605,7091377
03/30/2024,KIA,4D,,WHI,DA30995,IL,10300 S. Doty,(773) 568-8495,2967429
05/23/2024,GMC,LL,,BLK,EL39328,IL,Police Pound,,2969548
03/29/2024,TESL,4D,,,21290EL,IL,701 N. Sacramento,(773) 265-7605,7087389
05/14/2024,CHEV,4D,,WHI,F645KT,UT,701 N. Sacramento,(773) 265-1846,1547434
05/23/2024,DODG,LL,,WHI,ER37077,IL,701 N. Sacramento,(773) 265-7605,7091356
04/12/2024,FORD,4D,,BLK,008889A5,IL,10300 S. Doty,(773) 568-8495,2967972
04/30/2024,NISS,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2968628
05/04/2024,DODG,LL,TK,SIL,EC74096,IL,701 N. Sacramento,(773) 265-7605,7090004
05/14/2024,DODG,LL,,BLK,754DLX,IN,701 N. Sacramento,(773) 265-7605,7090781
03/30/2024,LEXS,4H,,WHI,EN53008,IL,701 N. Sacramento,(773) 265-7605,7087580
05/14/2024,JAC,MH,,TAN,708140RT,IL,701 N. Sacramento,(773) 265-7605,7090779
04/24/2024,SATR,LL,,BLU,DP34607,IL,701 N. Sacramento,(773) 265-7605,7089285
04/10/2024,PONT,4D,,GRY,CE88388,IL,10300 S. Doty,(773) 568-8495,2967779
03/08/2024,DODG,VN,,WHI,DU76220,IL,10300 S. Doty,(773) 568-8495,2966006
03/11/2024,JEEP,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7085414
03/08/2024,CHEV,4D,,DBL,N577809,,10300 S. Doty,(773) 568-8495,2966005
03/30/2024,,HH,,,,,701 N. Sacramento,(773) 265-7605,7087590
04/16/2024,HOND,VN,,GRN,EG77296,IL,10300 S. Doty,(773) 785-9752,1726193
04/16/2024,KIA,LL,,GRY,,,10300 S. Doty,(773) 568-8495,2968117
05/13/2024,CADI,4D,,DBL,DR97915,IL,701 N. Sacramento,(773) 265-7605,7090733
05/16/2024,MERZ,4D,,SIL,DS81377,IL,10300 S. Doty,(773) 568-8495,2969297
03/13/2024,HYUN,4D,,BLU,CT19195,IL,701 N. Sacramento,(773) 265-7605,7085523
05/16/2024,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7090866
03/08/2024,NISS,4D,,WHI,BP29006,IL,701 N. Sacramento,(773) 265-7605,7084975
04/20/2024,KIA,SW,,GRY,DV73825,IL,701 N. Sacramento,(773) 265-7605,7088892
04/16/2024,VOLV,4D,,BLK,Q501187,IL,10300 S. Doty,(773) 568-8495,2968116
04/30/2024,BUIC,4D,,MAR,EQ16253,IL,10300 S. Doty,(773) 785-9752,1726278
05/23/2024,HOND,LL,,SIL,CG12007,IL,701 N. Sacramento,(773) 265-7605,7091368
04/20/2024,HOND,4D,,BLU,EP60988,IL,701 N. Sacramento,(773) 265-7605,7088887
04/12/2024,CHEV,4D,,MAR,EB94271,IL,10300 S. Doty,(773) 568-8495,2967975
04/06/2024,FORD,4D,,BLK,DQ68092,IL,10300 S. Doty,(773) 568-8495,2967780
03/30/2024,BUIC,4D,,,,,10300 S. Doty,(773) 568-8495,2967431
05/16/2024,TOYT,2D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1726360
04/12/2024,PONT,4D,,SIL,DS76253,IL,10300 S. Doty,(773) 568-8495,2967976
05/16/2024,NISS,LL,,BLK,Z105353,IL,10300 S. Doty,(773) 568-8495,2969298
05/16/2024,TOYT,LL,,WHI,3099757B,IL,701 N. Sacramento,(773) 265-7605,7090861
05/14/2024,,EN,,SIL,,,701 N. Sacramento,(773) 265-1846,1547435
04/30/2024,NISS,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2968629
04/01/2024,TOYT,4D,,,DT68388,IL,701 N. Sacramento,(773) 265-7605,7087583
05/10/2024,JEEP,LL,,BLK,EJ15956,IL,701 N. Sacramento,(773) 265-7605,7090466
03/29/2024,NISS,4D,,PLE,DJ18006,IL,701 N. Sacramento,(773) 265-7605,7087320
04/21/2024,SCIO,4H,,BLK,DT31719,IL,701 N. Sacramento,(773) 265-7605,2402470
05/08/2024,LEXS,4D,,BLK,DV43083,IL,400 E. Lower Wacker,(312) 744-7550,0302534
04/10/2024,HOND,LL,,GRY,AAD348,MN,400 E. Lower Wacker,(312) 744-7550,0300697
03/26/2024,DODG,,,,,IL,10300 S. Doty,(773) 568-8495,2967186
04/20/2024,HYUN,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7088886
05/10/2024,TOYT,4D,,RED,H582148,IL,701 N. Sacramento,(773) 265-7605,7090467
03/26/2024,MITS,4D,,ONG,DA48764,IL,10300 S. Doty,(773) 568-8495,2967192
04/26/2024,CADI,4D,,BLK,ER41005,IL,701 N. Sacramento,(773) 265-7605,7089444
04/19/2024,HOND,4D,,RED,EK92477,IL,701 N. Sacramento,(773) 265-7605,7088884
03/23/2024,LINC,4D,,GRY,CT71269,IL,10300 S. Doty,(773) 568-8495,2966939
04/10/2024,TOYT,4D,,WHI,DU22874,IL,10300 S. Doty,(773) 785-9752,1726172
04/26/2024,BUIC,4D,,SIL,CH49950,IL,701 N. Sacramento,(773) 265-7605,7089443
05/06/2024,GMC,PK,,BLK,,,10300 S. Doty,(773) 568-8495,2968937
04/06/2024,CHEV,PK,,TAN,3083827,IL,10300 S. Doty,(773) 568-8495,2967752
03/06/2024,HYUN,LL,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7084758
03/22/2024,BUIC,4D,,BLK,006658A2,IL,701 N. Sacramento,(773) 265-7605,7086494
05/16/2024,NISS,4D,,GRY,059GGE,OR,701 N. Sacramento,(773) 265-7605,7090864
04/20/2024,CHEV,4T,,GRY,CE61231,IL,701 N. Sacramento,(773) 265-7605,7088891
05/11/2024,CHEV,4T,,DBL,EC84944,IL,701 N. Sacramento,(773) 265-7605,7090583
04/19/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2968267
05/10/2024,MERZ,LL,,SIL,DA73909,IL,701 N. Sacramento,(773) 265-7605,7090470
05/16/2024,JEEP,LL,,BLK,DZ57628,IL,701 N. Sacramento,(773) 265-7605,7090863
04/06/2024,FORD,4D,,SIL,SSD6527,TX,400 E. Lower Wacker,(312) 744-7550,0300385
03/06/2024,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7084750
04/24/2024,KIA,4D,,SIL,DW95230,IL,701 N. Sacramento,(773) 265-7605,7089286
04/30/2024,MAZD,VN,,SIL,EL13306,IL,10300 S. Doty,(773) 568-8495,2968634
03/01/2024,INFI,4D,,BLK,ED87809,IL,701 N. Sacramento,(773) 265-7605,7084261
04/30/2024,GMC,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2968633
04/12/2024,TOYT,4D,,GLD,CS866960,IL,701 N. Sacramento,(773) 265-7605,7088452
03/07/2024,FORD,LL,,WHI,DW31219,IL,10300 S. Doty,(773) 568-8495,2965869
04/20/2024,NISS,SW,,MAR,ED53767,IL,701 N. Sacramento,(773) 265-7605,7088889
02/27/2024,TOYT,VN,,BLU,AC24208,CT,701 N. Sacramento,(773) 265-1846,1547024
05/04/2024,DODG,4D,,SIL,AZ95063,IL,10300 S. Doty,(773) 568-8495,2968829
03/07/2024,TOYT,4T,,RED,DD80793,IL,10300 S. Doty,(773) 568-8495,2965870
03/18/2024,CHEV,VN,,RED,CJ70994,IL,701 N. Sacramento,(773) 265-7605,7086213
05/16/2024,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7090867
02/24/2024,CHEV,2D,,SIL,EK78533,IL,701 N. Sacramento,(773) 265-7605,7083551
05/16/2024,PONT,4D,,SIL,EQ80965,IL,701 N. Sacramento,(773) 265-7605,7090865
02/24/2024,NISS,4D,,SIL,22DEGV,FL,701 N. Sacramento,(773) 265-7605,7083548
02/24/2024,TOYT,4D,,SIL,EE37260,IL,701 N. Sacramento,(773) 265-7605,7083554
03/17/2024,HOND,4T,,GRN,009192A4,IL,10300 S. Doty,(773) 568-8495,2966609
04/20/2024,JEEP,LL,,GRY,Z756822,IL,701 N. Sacramento,(773) 265-7605,7088894
02/24/2024,CHEV,4D,,BLK,CC88795,IL,701 N. Sacramento,(773) 265-7605,7083552
03/03/2024,SATR,LL,,GRY,DV44528,IL,10300 S. Doty,(773) 568-8495,2965639
02/24/2024,FORD,4D,,BLU,DT96391,IL,701 N. Sacramento,(773) 265-7605,7083603
02/24/2024,JEEP,LL,,WHI,N093402,IL,701 N. Sacramento,(773) 265-7605,7083555
05/21/2024,FORD,PK,,TAN,281AB923,IL,10300 S. Doty,(773) 785-9752,1726376
05/12/2024,HYUN,4D,,DBL,EQ69731,IL,10300 S. Doty,(773) 568-8495,2969091
05/14/2024,FRHT,TR,,WHI,,IL,10300 S. Doty,(773) 568-8495,2969197
04/06/2024,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2967756
05/23/2024,FORD,VN,,WHI,180972F,IL,701 N. Sacramento,(773) 265-7605,7091367
05/23/2024,JEEP,LL,,GRY,DY18433,IL,701 N. Sacramento,(773) 265-7605,7091366
05/21/2024,FORD,2D,,BLU,DV29593,IL,701 N. Sacramento,(773) 265-1846,1547474
05/23/2024,NISS,4D,,GRY,EC70017,IL,400 E. Lower Wacker,(312) 744-7550,0303492
04/08/2024,MAZD,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7088240
05/23/2024,NISS,4D,,GRY,DV43825,IL,400 E. Lower Wacker,(312) 744-7550,0303493
05/21/2024,NISS,LL,,RED,DT56626,IL,400 E. Lower Wacker,(312) 744-7550,0303390
04/20/2024,CADI,4T,,BGE,6763SS,IL,701 N. Sacramento,(773) 265-7605,7088895
03/18/2024,HYUN,4T,,SIL,DS59644,IL,701 N. Sacramento,(773) 265-7605,7086210
04/01/2024,CHEV,4D,,GRY,BV73501,IL,701 N. Sacramento,(773) 265-7605,7087768
04/22/2024,MERB,LL,,BLK,LSP8723,PA,701 N. Sacramento,(773) 265-7605,7089179
05/23/2024,NISS,4D,,GRY,EK85781,IL,400 E. Lower Wacker,(312) 744-7550,0303495
03/18/2024,CHEV,4D,,WHI,DU71567,IL,701 N. Sacramento,(773) 265-7605,7086211
04/26/2024,NISS,LL,,BLK,EP78478,IL,10300 S. Doty,(773) 568-8495,2968518
05/08/2024,HOND,LL,CRV,GRY,Z511932,IL,10300 S. Doty,(773) 568-8495,2968992
05/21/2024,OTTE,HH,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1547472
04/26/2024,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2968517
05/12/2024,FORD,PK,TK,WHI,419D410,IN,10300 S. Doty,(773) 568-8495,2969089
03/05/2024,BUIC,4D,,BLK,DK30576,IL,10300 S. Doty,(773) 568-8495,2965804
03/05/2024,JEEP,LL,TK,WHI,CM95958,IL,701 N. Sacramento,(773) 265-7605,7084736
03/08/2024,FORD,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7084976
03/19/2024,DODG,LL,DUR,BLK,737AB901,IL,10300 S. Doty,(773) 568-8495,2966718
05/23/2024,TOYT,LL,,SIL,AR74926,IL,400 E. Lower Wacker,(312) 744-7550,0303496
04/24/2024,VOLK,4D,,BLK,S276070,IL,400 E. Lower Wacker,(312) 744-7550,0301645
05/14/2024,OLDS,2D,,BRO,,IL,10300 S. Doty,(773) 785-9752,1726349
04/24/2024,CHEV,LL,,BLK,EG72635,IL,701 N. Sacramento,(773) 265-1846,1547317
04/01/2024,FORD,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,7087775
05/21/2024,CHEV,2D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1726378
05/21/2024,OTTE,PK,,YEL,00608393,MN,10300 S. Doty,(773) 785-9752,1726377
05/21/2024,TOYT,4D,,GRN,K962206,IL,10300 S. Doty,(773) 785-9752,1726379
04/24/2024,DODG,VN,,MAR,DX82554,IL,701 N. Sacramento,(773) 265-7605,7089289
05/21/2024,FORD,4D,,BLK,181AB208,IL,10300 S. Doty,(773) 785-9752,1726380
05/21/2024,TOYT,4D,,GRY,37054U,WI,400 E. Lower Wacker,(312) 744-7550,0303391
05/21/2024,FORD,SW,,GRY,CS63012,IL,701 N. Sacramento,(773) 265-7605,7091253
05/21/2024,VOLK,LL,,GRY,EF23417,IL,701 N. Sacramento,(773) 265-7605,7091255
03/07/2024,MAZD,LL,,GRY,EJ75936,IL,701 N. Sacramento,(773) 265-7605,7084868
05/13/2024,,,,,,,701 N. Sacramento,(773) 265-7605,7090743
05/19/2024,BMW,4D,,BLK,EP96811,IL,701 N. Sacramento,(773) 265-7605,7091109
03/03/2024,CHEV,4D,,BLK,DW27154,IL,10300 S. Doty,(773) 568-8495,2965644
04/20/2024,HOND,LL,,BGE,E617605,IL,701 N. Sacramento,(773) 265-7605,7088888
04/08/2024,NISS,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2967839
05/08/2024,NISS,4D,MAX,SIL,EL16016,IL,10300 S. Doty,(773) 568-8495,2968991
04/16/2024,FORD,LL,,GRN,DC42011,IL,10300 S. Doty,(773) 568-8495,2968114
05/10/2024,CHEV,PK,,GRY,TZR998,AL,701 N. Sacramento,(773) 265-7605,7090472
04/20/2024,MITS,4T,,BLU,ED57028,IL,10300 S. Doty,(773) 568-8495,2968273
04/20/2024,NISS,4T,,BLK,CG28268,IL,10300 S. Doty,(773) 568-8495,2968274
05/03/2024,DODG,VN,,MAR,CD53502,IL,701 N. Sacramento,(773) 265-7605,7089877
04/22/2024,NISS,4D,,RED,007504A8,IL,701 N. Sacramento,(773) 265-7605,7089181
03/05/2024,HOND,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,7084731
05/10/2024,HYUN,4D,,TAN,DE86963,IL,701 N. Sacramento,(773) 265-1846,1547415
04/08/2024,CHRY,VN,,TAN,HKJ510,MN,10300 S. Doty,(773) 568-8495,2967838
04/24/2024,CHEV,4D,,GRY,DD85459,IL,701 N. Sacramento,(773) 265-7605,7089292
02/27/2024,DODG,PK,,GRY,THRYDD,IL,701 N. Sacramento,(773) 265-7605,7083915
05/16/2024,TOYT,2D,,WHI,DX88843,IL,701 N. Sacramento,(773) 265-1846,1547449
04/24/2024,FORD,PK,,GRY,3434856B,IL,701 N. Sacramento,(773) 265-7605,7089291
05/03/2024,CHEV,4D,,TAN,EC79621,IL,701 N. Sacramento,(773) 265-7605,7089874
04/30/2024,JEEP,LL,,BLK,DG46444,IL,10300 S. Doty,(773) 568-8495,2968635
04/26/2024,VOLK,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7089446
04/26/2024,DODG,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2968522
03/26/2024,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2967188
02/23/2024,BMW,2T,,WHI,ED19129,IL,701 N. Sacramento,(773) 265-7605,7083432
05/16/2024,NISS,4D,,BLK,AX46889,IL,701 N. Sacramento,(773) 265-7605,7090868
05/21/2024,FORD,SW,,GRY,LNW5801,TX,701 N. Sacramento,(773) 265-1846,1547475
04/26/2024,HOND,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2968521
04/14/2024,TOYT,4D,,WHI,AZ15CP,FL,10300 S. Doty,(773) 568-8495,2968030
04/10/2024,NISS,LL,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1547235
04/30/2024,JEEP,LL,,BLK,CX70035,IL,701 N. Sacramento,(773) 265-7605,7089780
04/26/2024,CHEV,4D,,TAN,217PDL,WI,701 N. Sacramento,(773) 265-7605,7089449
03/22/2024,FORD,4D,,BLK,E172599,IL,701 N. Sacramento,(773) 265-7605,7086497
04/26/2024,DODG,4D,,SIL,EB30429,IL,701 N. Sacramento,(773) 265-1846,1547332
04/14/2024,FORD,4D,,BLK,EQ17168,IL,701 N. Sacramento,(773) 265-7605,7088633
03/26/2024,CHEV,PK,,RED,923AA671,IL,10300 S. Doty,(773) 568-8495,2967190
05/21/2024,CHEV,LL,,WHI,DC32986,IL,701 N. Sacramento,(773) 265-7605,7091254
04/30/2024,ACUR,LL,,SIL,ES55728,IL,10300 S. Doty,(773) 568-8495,2968641
05/19/2024,LINC,4D,,BLU,DN19218,IL,701 N. Sacramento,(773) 265-7605,7091107
05/10/2024,INFI,4D,,GRY,DX28856,IL,10300 S. Doty,(773) 568-8495,2969042
05/21/2024,CHEV,2D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1726381
05/16/2024,NISS,LL,,BLK,1RL778,MN,701 N. Sacramento,(773) 265-7605,7090871
02/24/2024,HOND,2D,,GRY,DZ48845,IL,701 N. Sacramento,(773) 265-7605,7083585
03/06/2024,CHEV,4T,,PLE,DH93361,IL,10300 S. Doty,(773) 568-8495,2965830
03/15/2024,TOYT,4D,,BLK,PCJ9619,TX,400 E. Lower Wacker,(312) 744-7550,0299044
05/16/2024,BMW,2D,,BLK,DS27071,IL,701 N. Sacramento,(773) 265-7605,7090872
03/15/2024,FORD,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2966386
05/16/2024,LINC,4D,,WHI,AC46131,IL,701 N. Sacramento,(773) 265-7605,7090874
04/20/2024,HYUN,4T,,WHI,DE62744,IL,701 N. Sacramento,(773) 265-7605,7088900
05/23/2024,VOLK,LL,,WHI,ZJX1991,IL,400 E. Lower Wacker,(312) 744-7550,0303497
05/14/2024,VOLK,4D,,SIL,K949295,IL,10300 S. Doty,(773) 785-9752,1726348
03/19/2024,FORD,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7086359
03/22/2024,INFI,2T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966887
03/15/2024,MERZ,LL,,GRY,EP26229,IL,10300 S. Doty,(773) 568-8495,2966387
04/10/2024,HYUN,4D,,BLK,Z27ILV,FL,701 N. Sacramento,(773) 265-7605,7088333
05/23/2024,HOND,4D,,BLK,BG22249,IL,400 E. Lower Wacker,(312) 744-7550,0303498
05/23/2024,HYUN,4D,,GRY,CQ58889,IL,400 E. Lower Wacker,(312) 744-7550,0303499
